Test_ID,theta1,theta2,Pt,type
001,65.0,19.0,19662.338495438697,2
002,40.0,-51.0,15516.468243569163,1
003,-44.0,65.0,15283.103421466823,1
004,49.0,48.0,14685.038124618122,1
005,-52.0,20.0,19017.402658062972,2
006,-15.0,-74.0,20754.70106893895,2
007,51.0,-83.0,11050.763333309067,1
008,86.0,9.0,21473.947435573413,2
009,-63.0,21.0,19810.341364807206,2
010,-74.0,83.0,6475.1691437324325,1
011,-39.0,-9.0,20453.97685275137,2
012,-56.0,9.0,21548.379771521366,2
013,61.0,33.0,16122.42566552643,2
014,19.0,79.0,20603.663841197562,2
015,35.0,60.0,15944.291849701582,2
016,75.0,-61.0,9605.86968700014,1
017,-30.0,66.0,17554.893196468318,2
018,-53.0,31.0,16200.86354226923,2
019,-79.0,29.0,18047.277970699313,2
020,-2.0,48.0,22366.67657833105,2
021,-49.0,-67.0,13241.473727550778,1
022,43.0,-33.0,15881.001246662378,2
023,62.0,-67.0,10922.264530441522,1
024,30.0,75.0,17917.135662089717,2
025,80.0,-80.0,5972.071636344868,1
026,-81.0,73.0,6739.4461962730475,1
027,54.0,-38.0,15371.954601045092,1
028,36.0,-31.0,16320.794939680867,2
029,52.0,-41.0,15273.761643841104,1
030,15.0,-12.0,18261.513326122706,3
031,-55.0,-62.0,12519.355773543584,1
032,-19.0,-7.0,18252.393554508428,3
033,-61.0,86.0,8663.530557652,1
034,-43.0,-15.0,20160.04950343554,2
035,70.0,81.0,7250.725122793007,1
036,8.0,25.0,19258.694031637977,3
037,-85.0,67.0,7423.061614736801,1
038,-56.0,52.0,13779.68239296741,1
039,64.0,42.0,15101.636430104876,1
040,-27.0,-54.0,17635.6244604274,2
041,-2.0,-68.0,22256.993284960623,2
042,84.0,51.0,10880.446089157313,1
043,79.0,-71.0,7260.875534046547,1
044,59.0,-56.0,13010.057232788411,1
045,-18.0,-35.0,19920.166232535616,2
046,-76.0,-77.0,6781.751740967857,1
047,42.0,27.0,17036.221717934684,2
048,1.0,71.0,22383.690349189837,2
049,-37.0,22.0,18357.4640474759,2
050,-16.0,44.0,20756.070138869356,2
051,28.0,57.0,17712.049589651342,2
052,-79.0,34.0,16870.336402522025,2
053,3.0,87.0,22248.78642704942,2
054,-17.0,-44.0,19730.01039931261,2
055,44.0,-49.0,15976.463339044598,1
056,67.0,-19.0,19769.131113534422,2
057,2.0,74.0,22340.2490678272,2
058,82.0,19.0,20342.67136165196,2
059,14.0,3.0,17257.710775301333,3
060,44.0,-84.0,12937.180943069954,1
061,0.0,-52.0,22306.408156250967,2
062,33.0,26.0,17984.52330299771,2
063,-75.0,38.0,16001.171126272333,2
064,-20.0,55.0,19963.39258921645,2
065,72.0,31.0,17401.565138733276,2
066,75.0,72.0,7640.143350666693,1
067,-83.0,68.0,7375.888626669171,1
068,-26.0,-1.0,19456.305973491017,3
069,-36.0,57.0,16012.499820929535,2
070,-89.0,-51.0,10759.603122866465,1
071,-45.0,-29.0,16177.961790320023,2
072,-29.0,13.0,20710.241629599408,3
073,-22.0,46.0,18878.0105001635,2
074,-1.0,-8.0,17026.160511303562,3
075,-22.0,82.0,20009.09898157673,2
076,50.0,5.0,21885.93175823237,2
077,-64.0,20.0,19538.7897396166,2
078,29.0,-79.0,18246.36351476399,2
079,-67.0,39.0,15713.299234921931,2
080,-53.0,-64.0,13114.080150028736,1
081,-38.0,-72.0,16048.612139956382,2
082,85.0,48.0,11621.81100951362,1
083,-12.0,85.0,21304.411023413217,2
084,77.0,-48.0,12216.006785058336,1
085,45.0,75.0,12644.76230239052,1
086,-41.0,-54.0,15334.76214970965,1
087,-38.0,89.0,16110.326157228694,2
088,23.0,33.0,18667.182044892546,3
089,18.0,-35.0,20004.824334374945,2
090,-65.0,24.0,19166.219234683158,2
091,11.0,36.0,21814.638817993655,2
092,-38.0,-40.0,16069.93561325196,1
093,-70.0,-78.0,7570.430723745265,1
094,73.0,-55.0,11130.10844688354,1
095,68.0,-30.0,17574.428229042365,2
096,84.0,-52.0,10765.94834339393,1
097,-46.0,-23.0,17815.678284165737,2
098,-1.0,36.0,21657.29273727099,3
099,90.0,40.0,12347.284819586124,1
100,69.0,62.0,10335.948527733512,1
101,48.0,15.0,20117.588072242153,2
102,76.0,-24.0,19209.213496979915,2
103,66.0,14.0,20725.43237640009,2
104,83.0,3.0,21975.393590152078,2
105,89.0,-77.0,5742.907653147176,1
106,-12.0,43.0,21828.546895226827,2
107,69.0,8.0,21621.816505972165,2
108,46.0,-72.0,12968.26670199502,1
109,-69.0,17.0,21042.62463381931,2
110,-51.0,1.0,22174.53314878391,2
111,7.0,87.0,21974.814743022594,2
112,21.0,-8.0,18812.197482628868,3
113,35.0,-2.0,21502.654428246453,3
114,-35.0,-78.0,16641.048662185567,2
115,22.0,74.0,19382.289896574675,2
116,12.0,-85.0,21318.920308209603,2
117,-87.0,33.0,16964.578443697086,2
118,54.0,-88.0,10111.479383002628,1
119,31.0,-10.0,21139.901650976884,3
120,-58.0,-26.0,17659.519380381615,2
121,-50.0,14.0,21062.79375991071,2
122,20.0,-73.0,20426.1417112616,2
123,76.0,4.0,21923.73339124474,2
124,42.0,-66.0,15417.937098843093,1
125,-3.0,72.0,22322.264683286012,2
126,-8.0,18.0,17949.699023275294,3
127,-66.0,77.0,8428.451427525222,1
