Test_ID,theta1,theta2,Pt,type
001,65.0,19.0,20279.923491437014,2
002,40.0,-51.0,15556.61473956806,1
003,-44.0,65.0,15269.17077320444,1
004,49.0,48.0,14761.544948240946,1
005,-52.0,20.0,19591.464258347456,2
006,-15.0,-74.0,20879.436434672043,2
007,51.0,-83.0,11082.310852104845,1
008,86.0,9.0,21509.70463796609,2
009,-63.0,21.0,19251.815448846046,2
010,-74.0,83.0,6481.632761335873,1
011,-39.0,-9.0,20502.16122153169,2
012,-56.0,9.0,21551.135354916772,2
013,61.0,33.0,16557.71990006798,2
014,19.0,79.0,20720.16069294209,2
015,35.0,60.0,16265.619753031,2
016,75.0,-61.0,9627.785438115676,1
017,-30.0,66.0,17728.921577513524,2
018,-53.0,31.0,16497.2567466334,2
019,-79.0,29.0,18070.251752433138,2
020,-2.0,48.0,22366.159931756138,2
021,-49.0,-67.0,13319.084810233135,1
022,43.0,-33.0,15889.038536401165,1
023,62.0,-67.0,10932.381073716295,1
024,30.0,75.0,17977.90860553779,2
025,80.0,-80.0,5974.146129044565,1
026,-81.0,73.0,6744.9138728114285,1
027,54.0,-38.0,15446.130281350363,1
028,36.0,-31.0,16682.210319863058,2
029,52.0,-41.0,15313.712162579053,1
030,15.0,-12.0,17744.380938128746,3
031,-55.0,-62.0,12596.629945386905,1
032,-19.0,-7.0,18265.84956987515,3
033,-61.0,86.0,8682.978801978961,1
034,-43.0,-15.0,20219.92060986161,2
035,70.0,81.0,7269.449927975162,1
036,8.0,25.0,19590.312251762076,3
037,-85.0,67.0,7437.374438342424,1
038,-56.0,52.0,13793.36665248805,1
039,64.0,42.0,15236.895707091195,1
040,-27.0,-54.0,17847.394344086144,2
041,-2.0,-68.0,22366.10987565245,2
042,84.0,51.0,11029.187226315635,1
043,79.0,-71.0,7265.906238969385,1
044,59.0,-56.0,13023.83583202239,1
045,-18.0,-35.0,20742.239262719024,2
046,-76.0,-77.0,6801.598728565306,1
047,42.0,27.0,16670.4063688223,2
048,1.0,71.0,22351.737191512922,2
049,-37.0,22.0,18986.188840685034,2
050,-16.0,44.0,20112.13068030207,2
051,28.0,57.0,17702.527798828363,2
052,-79.0,34.0,16829.45536165559,2
053,3.0,87.0,22220.532735999415,2
054,-17.0,-44.0,20540.564821381304,2
055,44.0,-49.0,15997.367575066146,1
056,67.0,-19.0,20247.081969890616,2
057,2.0,74.0,22307.3810493151,2
058,82.0,19.0,19825.92013785666,2
059,14.0,3.0,17907.041420745703,3
060,44.0,-84.0,11896.605474082471,1
061,0.0,-52.0,22402.342271727717,2
062,33.0,26.0,17685.15756520484,2
063,-75.0,38.0,16012.548531386854,2
064,-20.0,55.0,19359.54785727134,2
065,72.0,31.0,17499.697679404366,2
066,75.0,72.0,7625.839698244229,1
067,-83.0,68.0,7387.256006503648,1
068,-26.0,-1.0,19306.640859573567,3
069,-36.0,57.0,15982.069252168067,1
070,-89.0,-51.0,10878.994333085067,1
071,-45.0,-29.0,16257.495189212224,2
072,-29.0,13.0,20882.91104651696,3
073,-22.0,46.0,18371.96950636458,2
074,-1.0,-8.0,16633.331228700798,3
075,-22.0,82.0,19756.321916457244,2
076,50.0,5.0,21956.812747095355,2
077,-64.0,20.0,19525.691414505887,2
078,29.0,-79.0,18247.13242932,2
079,-67.0,39.0,15675.124287693527,1
080,-53.0,-64.0,13188.68719536989,1
081,-38.0,-72.0,16101.966755035071,1
082,85.0,48.0,11681.724205184206,1
083,-12.0,85.0,21318.504605026796,2
084,77.0,-48.0,12369.496645623376,1
085,45.0,75.0,12709.042168351167,1
086,-41.0,-54.0,15448.245617651613,1
087,-38.0,89.0,16215.94096466197,1
088,23.0,33.0,18694.66851299173,2
089,18.0,-35.0,20031.033295417208,2
090,-65.0,24.0,18567.623358161043,2
091,11.0,36.0,20529.061392558167,3
092,-38.0,-40.0,16184.331037269763,1
093,-70.0,-78.0,7602.417950602328,1
094,73.0,-55.0,11154.074047091275,1
095,68.0,-30.0,17598.910685998562,2
096,84.0,-52.0,10698.233320148027,1
097,-46.0,-23.0,18350.670366569502,2
098,-1.0,36.0,21662.009884847586,3
099,90.0,40.0,12441.102931116799,1
100,69.0,62.0,10387.087862504186,1
101,48.0,15.0,20891.245745716828,2
102,76.0,-24.0,19346.702310993776,2
103,66.0,14.0,21532.906827779134,2
104,83.0,3.0,22607.115395730732,2
105,89.0,-77.0,5746.904316018119,1
106,-12.0,43.0,21143.621819788485,2
107,69.0,8.0,21723.817042202932,2
108,46.0,-72.0,13024.505182488352,1
109,-69.0,17.0,20908.730421593857,2
110,-51.0,1.0,22195.57094591244,2
111,7.0,87.0,22731.6621763032,2
112,21.0,-8.0,18946.00444524986,3
113,35.0,-2.0,21540.828092740405,3
114,-35.0,-78.0,16457.21199092562,2
115,22.0,74.0,19993.581323305487,2
116,12.0,-85.0,21298.765641703387,2
117,-87.0,33.0,16676.73551302453,2
118,54.0,-88.0,10226.84260858503,1
119,31.0,-10.0,21158.14945828343,3
120,-58.0,-26.0,18123.611622573513,2
121,-50.0,14.0,20659.04923228132,2
122,20.0,-73.0,20533.187549933256,2
123,76.0,4.0,22005.424993925648,2
124,42.0,-66.0,15480.572352599325,1
125,-3.0,72.0,22291.73227272642,2
126,-8.0,18.0,17936.599686716796,3
127,-66.0,77.0,8438.8519584146,1
128,59.0,-70.0,10901.946422125704,1
129,24.0,11.0,19215.557040940086,3
130,-59.0,12.0,21115.77460837521,2
131,41.0,53.0,15463.574186148373,1
132,38.0,35.0,15853.528947769119,1
133,-21.0,37.0,18858.637339791876,2
134,-56.0,37.0,15613.98066548602,1
135,39.0,-76.0,15970.020756198352,1
136,8.0,-68.0,21942.21733271239,2
137,68.0,53.0,12350.068907289819,1
138,-28.0,-75.0,17983.163256646327,2
139,-52.0,-36.0,15579.427626523031,1
140,1.0,-3.0,16479.08891848038,3
141,79.0,49.0,11867.74493785736,1
142,56.0,10.0,21373.8847428938,2
143,39.0,-35.0,15800.848549025524,1
144,-86.0,-39.0,15821.081223506479,1
145,29.0,32.0,17417.389883857024,2
146,-41.0,-28.0,16838.211827879044,2
147,47.0,23.0,18292.090571211687,2
148,46.0,-62.0,15172.3322432431,1
149,24.0,-59.0,18997.599674229477,2
150,15.0,-47.0,20405.900384903987,2
151,-66.0,-82.0,7884.62066735183,1
152,-23.0,-66.0,19588.66220643706,2
153,50.0,-62.0,14290.840122513191,1
154,-65.0,-65.0,10694.434718737653,1
155,11.0,-32.0,21032.456055075923,3
156,70.0,-86.0,6923.025836043321,1
157,78.0,-26.0,18668.95348620785,2
158,17.0,-43.0,19849.177278895735,2
159,-9.0,-4.0,32036.752553927407,3
160,47.0,-13.0,20684.774715667143,2
161,-43.0,-45.0,15156.201961397343,1
162,-71.0,-11.0,22022.413863544887,2
163,-84.0,28.0,18266.868850108156,2
164,-16.0,-5.0,18183.706992387233,3
165,-5.0,10.0,16950.112781421787,3
166,-61.0,-3.0,22146.754272526483,2
167,-4.0,-6.0,16754.90672422311,3
168,-5.0,-1.0,17139.61928521297,3
169,58.0,-70.0,11099.265634864609,1
170,-35.0,-50.0,15614.023224339771,2
171,-6.0,-18.0,17540.320712343866,3
172,-68.0,5.0,22011.918442106205,2
173,82.0,-55.0,10106.262755440353,1
174,-76.0,51.0,11688.244810745935,1
175,-73.0,85.0,6493.408798879067,1
176,-36.0,30.0,16861.418796414117,2
177,25.0,-81.0,19231.55483406084,2
178,27.0,63.0,18268.280616398955,2
179,73.0,-44.0,15100.34955432096,1
180,-14.0,88.0,20981.1283021967,2
181,88.0,45.0,12618.453308520386,1
182,-14.0,42.0,20685.679771739804,2
183,37.0,63.0,16022.617298437033,2
184,83.0,43.0,12057.478693098097,1
185,-18.0,49.0,20106.6583107552,2
186,-54.0,1.0,22192.93997980658,2
187,-47.0,-37.0,15469.306103976014,1
188,-40.0,56.0,15505.556137508522,1
189,34.0,0.0,21690.79835324644,2
190,-80.0,40.0,15660.035271325043,2
191,-75.0,6.0,21882.010175929852,2
192,89.0,-86.0,4974.456344214698,1
193,48.0,41.0,15500.57236990941,1
194,-11.0,-16.0,18009.31869637085,3
195,12.0,71.0,21377.041338223076,2
196,-32.0,84.0,17440.041142761896,2
197,-80.0,-38.0,16056.639305761139,1
198,-82.0,-53.0,10604.521694320127,1
199,-45.0,82.0,12785.334725510631,1
200,88.0,-42.0,12008.926351299118,1
201,-73.0,-27.0,18014.9650621937,2
202,-24.0,-76.0,19495.640169757466,2
203,33.0,58.0,16482.04080712149,2
204,27.0,-22.0,20179.030442597563,3
205,-58.0,-50.0,15124.68535354721,1
206,4.0,90.0,10038.600722349593,2
207,19.0,-83.0,20564.91963223016,2
208,-87.0,47.0,11906.234435663253,1
209,58.0,-69.0,11282.766392551277,1
210,-10.0,23.0,18468.04259986061,3
211,55.0,-59.0,13100.177711280565,1
212,-63.0,54.0,13170.06214727101,1
213,67.0,-42.0,15292.9758923371,1
214,63.0,-14.0,20812.492840603652,2
215,9.0,13.0,17439.106265007424,3
216,-10.0,59.0,22290.258824537737,2
217,21.0,56.0,19720.401500551343,2
218,5.0,-15.0,17063.771872042933,3
219,-7.0,65.0,22867.58007996084,2
220,14.0,-23.0,18941.57052539226,3
221,74.0,-56.0,10793.905735864098,1
222,7.0,-80.0,22708.164994086703,2
223,-78.0,-48.0,12260.421951534236,1
224,-4.0,-43.0,21096.36439751405,3
225,2.0,-73.0,22999.862364438683,2
226,-42.0,80.0,12703.70335130492,1
227,-42.0,-6.0,22070.71955774193,3
228,60.0,-31.0,16921.061657142618,1
229,42.0,86.0,12216.487732381484,1
230,-44.0,-30.0,16392.611358614835,1
231,-69.0,24.0,18672.066403642337,2
232,-8.0,-27.0,20370.07284750744,3
233,61.0,-20.0,20089.811395422636,2
234,-49.0,-40.0,15399.378258803974,1
235,-62.0,7.0,21848.001063428106,2
236,16.0,-57.0,21060.347674631616,2
237,-32.0,66.0,17257.4661116269,1
238,64.0,-22.0,19603.9716603638,2
239,30.0,17.0,19685.40104714372,3
240,53.0,26.0,17367.955799762494,2
241,13.0,6.0,17775.53588470045,3
242,-31.0,60.0,17185.84743144669,2
243,-63.0,-63.0,11571.045094294217,1
